Order ID,Customer ID,Product ID,Date_Key,Date,Shipping Time,Shipping Mode,Quantity,Revenue,Discount ,Profit
OD0770,C376,P0643,20200209,2/9/2020,0,Same Day,4,465,30.00%,325
OD0771,C629,P0644,20200210,2/10/2020,9,Standard,4,965,30.00%,675
OD0772,C967,P0645,20200211,2/11/2020,3,Standard,1,1158,30.00%,810
OD0773,C476,P0646,20200212,2/12/2020,0,Same Day,1,264,30.00%,184
OD0774,C173,P0647,20200213,2/13/2020,7,Standard,2,433,30.00%,303
OD0775,C85,P0648,20200214,2/14/2020,0,Same Day,2,562,30.00%,393
OD0776,C287,P0649,20200215,2/15/2020,2,Standard,3,423,30.00%,296
OD0777,C788,P0650,20200216,2/16/2020,3,Standard,1,621,30.00%,434
OD0778,C476,P0651,20200217,2/17/2020,7,Standard,4,333,30.00%,233
OD0779,C429,P0652,20200218,2/18/2020,5,Standard,1,236,30.00%,165
OD0780,C204,P0653,20200219,2/19/2020,9,Standard,2,456,30.00%,319
OD0781,C692,P0654,20200220,2/20/2020,6,Standard,1,963,30.00%,674
OD0782,C93,P0655,20200221,2/21/2020,7,Standard,4,234,30.00%,163
OD0783,C979,P0656,20200222,2/22/2020,1,Prime,1,456,30.00%,319
OD0784,C20,P0657,20200223,2/23/2020,9,Standard,2,564,30.00%,394
OD0785,C502,P0658,20200224,2/24/2020,7,Standard,4,634,30.00%,443
OD0786,C331,P0659,20200225,2/25/2020,2,Standard,3,236,30.00%,165
OD0787,C268,P0660,20200226,2/26/2020,6,Standard,3,444,30.00%,310
OD0788,C185,P0661,20200227,2/27/2020,2,Standard,4,456,30.00%,319
OD0789,C335,P0662,20200228,2/28/2020,6,Standard,4,963,30.00%,674
OD0790,C601,P0663,20200229,2/29/2020,1,Prime,4,456,30.00%,319
OD0791,C607,P0664,20200301,3/1/2020,9,Standard,2,1189,30.00%,832
OD0792,C878,P0665,20200302,3/2/2020,5,Standard,4,1298,30.00%,908
OD0793,C760,P0666,20200303,3/3/2020,2,Standard,2,1456,30.00%,1019
OD0794,C536,P0667,20200304,3/4/2020,2,Standard,4,1478,30.00%,1034
OD0795,C945,P0668,20200305,3/5/2020,8,Standard,2,256,30.00%,179
OD0796,C244,P0669,20200306,3/6/2020,6,Standard,2,2698,30.00%,1888
OD0797,C801,P0670,20200307,3/7/2020,4,Standard,1,2364,30.00%,1654
OD0798,C399,P0671,20200308,3/8/2020,9,Standard,3,1236,30.00%,865
OD0799,C971,P0672,20200309,3/9/2020,6,Standard,4,756,30.00%,529
OD0800,C943,P0673,20200310,3/10/2020,8,Standard,3,326,30.00%,228
OD0801,C441,P0674,20200311,3/11/2020,0,Same Day,3,453,30.00%,317
OD0802,C316,P0675,20200312,3/12/2020,6,Standard,1,326,30.00%,228
OD0803,C779,P0676,20200313,3/13/2020,5,Standard,3,456,30.00%,319
OD0804,C313,P0677,20200314,3/14/2020,9,Standard,3,675,30.00%,472
OD0805,C357,P0678,20200315,3/15/2020,8,Standard,4,654,30.00%,457
OD0806,C738,P0679,20200316,3/16/2020,0,Same Day,2,654,30.00%,457
OD0807,C298,P0680,20200317,3/17/2020,3,Standard,4,654,30.00%,457
OD0808,C782,P0681,20200318,3/18/2020,8,Standard,4,654,30.00%,457
OD0809,C910,P0682,20200319,3/19/2020,3,Standard,3,356,30.00%,249
OD0810,C132,P0683,20200320,3/20/2020,9,Standard,3,686,30.00%,480
OD0811,C29,P0684,20200321,3/21/2020,2,Standard,4,456,30.00%,319
OD0812,C417,P0685,20200322,3/22/2020,8,Standard,4,516,30.00%,361
OD0813,C500,P0686,20200323,3/23/2020,1,Prime,3,355,30.00%,248
OD0814,C688,P0686,20200324,3/24/2020,3,Standard,2,465,30.00%,325
OD0815,C735,P0686,20200325,3/25/2020,5,Standard,2,965,30.00%,675
OD0816,C634,P0686,20200326,3/26/2020,1,Prime,4,1158,30.00%,810
OD0817,C724,P0686,20200327,3/27/2020,7,Standard,2,264,30.00%,184
OD0818,C790,P0686,20200328,3/28/2020,7,Standard,4,433,30.00%,303
OD0819,C653,P0687,20200329,3/29/2020,0,Same Day,1,562,30.00%,393
OD0820,C198,P0688,20200330,3/30/2020,2,Standard,3,423,30.00%,296
OD0821,C873,P0689,20200331,3/31/2020,9,Standard,4,621,30.00%,434
OD0822,C236,P0690,20200401,4/1/2020,8,Standard,4,333,30.00%,233
OD0823,C113,P0691,20200402,4/2/2020,4,Standard,4,236,30.00%,165
OD0824,C109,P0692,20200403,4/3/2020,5,Standard,2,456,30.00%,319
OD0825,C392,P0693,20200404,4/4/2020,3,Standard,4,963,30.00%,674
OD0826,C933,P0694,20200405,4/5/2020,9,Standard,1,234,30.00%,163
OD0827,C292,P0695,20200406,4/6/2020,1,Prime,2,456,30.00%,319
OD0828,C479,P0696,20200407,4/7/2020,7,Standard,3,564,30.00%,394
OD0829,C305,P0697,20200408,4/8/2020,5,Standard,1,634,30.00%,443
OD0830,C202,P0698,20200409,4/9/2020,4,Standard,4,236,30.00%,165
OD0831,C343,P0699,20200410,4/10/2020,8,Standard,1,444,30.00%,310
OD0832,C506,P0700,20200411,4/11/2020,0,Same Day,4,456,30.00%,319
OD0833,C989,P0701,20200412,4/12/2020,4,Standard,1,963,30.00%,674
OD0834,C673,P0702,20200413,4/13/2020,5,Standard,2,456,30.00%,319
OD0835,C854,P0703,20200414,4/14/2020,4,Standard,4,1189,30.00%,832
OD0836,C93,P0704,20200415,4/15/2020,5,Standard,2,1298,30.00%,908
OD0837,C782,P0705,20200416,4/16/2020,5,Standard,1,1456,30.00%,1019
OD0838,C586,P0706,20200417,4/17/2020,6,Standard,4,1478,30.00%,1034
OD0839,C817,P0707,20200418,4/18/2020,3,Standard,3,256,30.00%,179
OD0840,C514,P0708,20200419,4/19/2020,7,Standard,3,2698,30.00%,1888
OD0841,C962,P0709,20200420,4/20/2020,6,Standard,4,2364,30.00%,1654
OD0842,C26,P0710,20200421,4/21/2020,8,Standard,1,1236,30.00%,865
OD0843,C455,P0711,20200422,4/22/2020,6,Standard,3,756,30.00%,529
OD0844,C589,P0712,20200423,4/23/2020,2,Standard,4,326,30.00%,228
OD0845,C116,P0713,20200424,4/24/2020,2,Standard,3,453,30.00%,317
OD0846,C615,P0714,20200425,4/25/2020,7,Standard,4,326,30.00%,228
OD0847,C946,P0715,20200426,4/26/2020,4,Standard,1,456,30.00%,319
OD0848,C46,P0716,20200427,4/27/2020,3,Standard,1,456,30.00%,319
OD0849,C183,P0717,20200428,4/28/2020,7,Standard,2,456,30.00%,319
OD0850,C516,P0718,20200429,4/29/2020,5,Standard,3,456,30.00%,319
OD0851,C446,P0719,20200430,4/30/2020,1,Prime,2,236,30.00%,165
OD0852,C165,P0720,20200501,5/1/2020,3,Standard,1,996,30.00%,697
OD0853,C837,P0721,20200502,5/2/2020,3,Standard,4,654,30.00%,457
OD0854,C213,P0722,20200503,5/3/2020,5,Standard,1,456,30.00%,319
OD0855,C721,P0722,20200504,5/4/2020,5,Standard,1,785,30.00%,549
OD0856,C60,P0722,20200505,5/5/2020,0,Same Day,4,365,25.00%,273
OD0857,C198,P0722,20200506,5/6/2020,7,Standard,2,965,25.00%,723
OD0858,C356,P0722,20200507,5/7/2020,5,Standard,3,444,30.00%,310
OD0859,C215,P0723,20200508,5/8/2020,2,Standard,1,569,30.00%,398
OD0860,C364,P0724,20200509,5/9/2020,8,Standard,1,475,30.00%,332
OD0861,C718,P0725,20200510,5/10/2020,1,Prime,3,598,40.00%,358
OD0862,C496,P0726,20200511,5/11/2020,7,Standard,1,536,40.00%,321
OD0863,C212,P0727,20200512,5/12/2020,9,Standard,3,256,40.00%,153
OD0864,C929,P0728,20200513,5/13/2020,2,Standard,3,456,40.00%,273
OD0865,C682,P0729,20200514,5/14/2020,4,Standard,3,456,40.00%,273
OD0866,C763,P0730,20200515,5/15/2020,5,Standard,4,745,40.00%,447
OD0867,C55,P0731,20200516,5/16/2020,9,Standard,2,356,45.00%,195
OD0868,C755,P0732,20200517,5/17/2020,5,Standard,2,1189,45.00%,653
OD0869,C708,P0733,20200518,5/18/2020,3,Standard,4,426,45.00%,234
OD0870,C554,P0734,20200519,5/19/2020,2,Standard,2,1126,47.00%,596
OD0871,C166,P0735,20200520,5/20/2020,3,Standard,2,1145,47.00%,606
OD0872,C291,P0736,20200521,5/21/2020,0,Same Day,2,1235,46.00%,666
OD0873,C670,P0737,20200522,5/22/2020,3,Standard,1,1564,46.00%,844
OD0874,C982,P0738,20200523,5/23/2020,0,Same Day,4,654,46.00%,353
OD0875,C815,P0739,20200524,5/24/2020,0,Same Day,2,854,30.00%,597
OD0876,C573,P0740,20200525,5/25/2020,9,Standard,4,475,30.00%,332
OD0877,C251,P0741,20200526,5/26/2020,5,Standard,2,349,30.00%,244
OD0878,C269,P0742,20200527,5/27/2020,4,Standard,2,350,30.00%,245
OD0879,C263,P0743,20200528,5/28/2020,3,Standard,4,351,30.00%,245
OD0880,C934,P0744,20200529,5/29/2020,2,Standard,3,352,35.00%,228
OD0881,C710,P0745,20200530,5/30/2020,0,Same Day,4,353,35.00%,229
OD0882,C765,P0746,20200531,5/31/2020,5,Standard,3,354,35.00%,230
OD0883,C468,P0747,20200601,6/1/2020,1,Prime,1,355,35.00%,230
OD0884,C701,P0748,20200602,6/2/2020,7,Standard,4,356,35.00%,231
OD0885,C871,P0749,20200603,6/3/2020,9,Standard,3,999,35.00%,649
OD0886,C43,P0750,20200604,6/4/2020,4,Standard,2,555,40.00%,333
OD0887,C510,P0751,20200605,6/5/2020,6,Standard,1,555,40.00%,333
OD0888,C650,P0752,20200606,6/6/2020,9,Standard,4,555,15.00%,471
OD0889,C78,P0753,20200607,6/7/2020,1,Prime,3,555,15.00%,471
OD0890,C375,P0754,20200608,6/8/2020,7,Standard,3,1025,15.00%,871
OD0891,C488,P0754,20200609,6/9/2020,1,Prime,4,1025,35.00%,666
OD0892,C909,P0754,20200610,6/10/2020,3,Standard,3,1025,35.00%,666
OD0893,C969,P0754,20200611,6/11/2020,0,Same Day,4,555,35.00%,360
OD0894,C809,P0754,20200612,6/12/2020,4,Standard,3,599,35.00%,389
OD0895,C891,P0754,20200613,6/13/2020,8,Standard,2,555,55.00%,249
OD0896,C249,P0754,20200614,6/14/2020,0,Same Day,4,555,55.00%,249
OD0897,C604,P0754,20200615,6/15/2020,8,Standard,4,565,55.00%,254
OD0898,C775,P0755,20200616,6/16/2020,7,Standard,1,555,55.00%,249
OD0899,C542,P0756,20200617,6/17/2020,5,Standard,2,999,50.00%,499
OD0900,C850,P0757,20200618,6/18/2020,6,Standard,4,999,50.00%,499
OD0901,C891,P0758,20200619,6/19/2020,2,Standard,3,999,50.00%,499
OD0902,C905,P0759,20200620,6/20/2020,0,Same Day,3,999,50.00%,499
OD0903,C11,P0760,20200621,6/21/2020,4,Standard,3,1119,50.00%,559
OD0904,C355,P0761,20200622,6/22/2020,1,Prime,1,1119,30.00%,783
OD0905,C531,P0762,20200623,6/23/2020,4,Standard,4,1119,32.00%,760
OD0906,C751,P0763,20200624,6/24/2020,7,Standard,3,1119,25.00%,839
OD0907,C908,P0764,20200625,6/25/2020,8,Standard,1,2234,45.00%,1228
OD0908,C33,P0765,20200626,6/26/2020,1,Prime,1,2345,15.00%,1993
OD0909,C408,P0766,20200627,6/27/2020,2,Standard,4,2245,33.00%,1504
OD0910,C511,P0767,20200628,6/28/2020,2,Standard,3,2145,42.00%,1244
OD0911,C689,P0768,20200629,6/29/2020,0,Same Day,2,2354,42.00%,1365
OD0912,C664,P0769,20200630,6/30/2020,7,Standard,3,2214,39.00%,1350
OD0913,C446,P0770,20200701,7/1/2020,5,Standard,2,2145,39.00%,1308
OD0914,C225,P0771,20200702,7/2/2020,7,Standard,2,2235,39.00%,1363
OD0915,C379,P0772,20200703,7/3/2020,8,Standard,3,2354,39.00%,1435
OD0916,C740,P0773,20200704,7/4/2020,4,Standard,2,2345,30.00%,1641
OD0917,C356,P0774,20200705,7/5/2020,2,Standard,1,2214,30.00%,1549
OD0918,C872,P0775,20200706,7/6/2020,4,Standard,1,2145,30.00%,1501
OD0919,C886,P0776,20200707,7/7/2020,4,Standard,3,2365,25.00%,1773
OD0920,C583,P0777,20200708,7/8/2020,4,Standard,4,2541,25.00%,1905
OD0921,C725,P0778,20200709,7/9/2020,2,Standard,1,2145,30.00%,1501
OD0922,C877,P0779,20200710,7/10/2020,9,Standard,3,2214,30.00%,1549
OD0923,C263,P0780,20200711,7/11/2020,3,Standard,2,2354,30.00%,1647
OD0924,C383,P0781,20200712,7/12/2020,8,Standard,1,3452,40.00%,2071
OD0925,C640,P0782,20200713,7/13/2020,9,Standard,3,1452,40.00%,871
OD0926,C491,P0783,20200714,7/14/2020,8,Standard,3,1246,40.00%,747
OD0927,C105,P0784,20200715,7/15/2020,1,Prime,4,2345,40.00%,1407
OD0928,C716,P0785,20200716,7/16/2020,7,Standard,2,2235,40.00%,1341
OD0929,C874,P0786,20200717,7/17/2020,7,Standard,2,2234,40.00%,1340
OD0930,C413,P0787,20200718,7/18/2020,6,Standard,2,1452,45.00%,798
OD0931,C641,P0788,20200719,7/19/2020,7,Standard,3,2356,45.00%,1295
OD0932,C745,P0789,20200720,7/20/2020,2,Standard,3,2245,45.00%,1234
OD0933,C602,P0790,20200721,7/21/2020,5,Standard,2,2235,47.00%,1184
OD0934,C570,P0790,20200722,7/22/2020,0,Same Day,3,965,47.00%,511
OD0935,C191,P0790,20200723,7/23/2020,6,Standard,4,1158,46.00%,625
OD0936,C998,P0790,20200724,7/24/2020,0,Same Day,3,264,46.00%,142
OD0937,C790,P0790,20200725,7/25/2020,8,Standard,3,433,46.00%,233
OD0938,C333,P0790,20200726,7/26/2020,0,Same Day,1,562,30.00%,393
OD0939,C874,P0791,20200727,7/27/2020,0,Same Day,4,423,30.00%,296
OD0940,C150,P0792,20200728,7/28/2020,6,Standard,1,621,30.00%,434
OD0941,C541,P0793,20200729,7/29/2020,1,Prime,2,333,30.00%,233
OD0942,C531,P0794,20200730,7/30/2020,4,Standard,2,236,30.00%,165
OD0943,C411,P0795,20200731,7/31/2020,7,Standard,4,456,35.00%,296
OD0944,C642,P0796,20200801,8/1/2020,7,Standard,3,327,35.00%,625
OD0945,C502,P0797,20200802,8/2/2020,2,Standard,1,327,35.00%,152
OD0946,C710,P0798,20200803,8/3/2020,6,Standard,4,327,35.00%,296
OD0947,C962,P0799,20200804,8/4/2020,2,Standard,1,327,35.00%,366
OD0948,C914,P0800,20200805,8/5/2020,5,Standard,3,249,35.00%,412
OD0949,C326,P0801,20200806,8/6/2020,5,Standard,1,1519,40.00%,141
OD0950,C455,P0802,20200807,8/7/2020,2,Standard,4,843,40.00%,266
OD0951,C596,P0803,20200808,8/8/2020,6,Standard,3,1348,15.00%,387
OD0952,C334,P0804,20200809,8/9/2020,2,Standard,3,1923,15.00%,818
OD0953,C757,P0805,20200810,8/10/2020,7,Standard,4,914,15.00%,387
OD0954,C445,P0806,20200811,8/11/2020,9,Standard,3,1422,34.00%,784
OD0955,C247,P0807,20200812,8/12/2020,3,Standard,1,901,34.00%,856
OD0956,C748,P0808,20200813,8/13/2020,0,Same Day,2,752,34.00%,960
OD0957,C627,P0809,20200814,8/14/2020,3,Standard,4,1429,34.00%,975
OD0958,C128,P0810,20200815,8/15/2020,6,Standard,1,1306,34.00%,168
OD0959,C902,P0811,20200816,8/16/2020,3,Standard,3,1593,34.00%,1780
OD0960,C774,P0812,20200817,8/17/2020,5,Standard,2,1570,44.00%,1323
OD0961,C910,P0813,20200818,8/18/2020,8,Standard,1,233,44.00%,692
OD0962,C703,P0814,20200819,8/19/2020,0,Same Day,4,165,44.00%,423
OD0963,C179,P0815,20200820,8/20/2020,4,Standard,3,342,44.00%,182
OD0964,C250,P0816,20200821,8/21/2020,6,Standard,4,722,44.00%,253
OD0965,C883,P0817,20200822,8/22/2020,0,Same Day,1,163,10.00%,293
OD0966,C633,P0818,20200823,8/23/2020,3,Standard,2,319,10.00%,410
OD0967,C179,P0819,20200824,8/24/2020,5,Standard,1,394,10.00%,607
OD0968,C482,P0820,20200825,8/25/2020,1,Prime,1,380,30.00%,457
OD0969,C318,P0821,20200826,8/26/2020,9,Standard,3,141,30.00%,457
OD0970,C859,P0822,20200827,8/27/2020,4,Standard,4,266,30.00%,457
OD0971,C625,P0823,20200828,8/28/2020,9,Standard,1,273,25.00%,490
OD0972,C75,P0824,20200829,8/29/2020,0,Same Day,1,577,25.00%,267
OD0973,C111,P0825,20200830,8/30/2020,5,Standard,2,273,30.00%,480
OD0974,C256,P0826,20200831,8/31/2020,5,Standard,2,653,30.00%,319
OD0975,C187,P0826,20200901,9/1/2020,3,Standard,4,713,30.00%,361
OD0976,C147,P0826,20200902,9/2/2020,7,Standard,4,800,40.00%,213
OD0977,C747,P0826,20200903,9/3/2020,3,Standard,3,783,40.00%,279
OD0978,C308,P0827,20200904,9/4/2020,7,Standard,4,135,40.00%,579
OD0979,C710,P0828,20200905,9/5/2020,7,Standard,2,1456,40.00%,694
OD0980,C848,P0829,20200906,9/6/2020,4,Standard,4,1276,40.00%,158
OD0981,C586,P0830,20200907,9/7/2020,3,Standard,1,667,40.00%,259
OD0982,C191,P0831,20200908,9/8/2020,1,Prime,4,529,45.00%,309
OD0983,C821,P0832,20200909,9/9/2020,2,Standard,4,228,45.00%,232
OD0984,C892,P0833,20200910,9/10/2020,2,Standard,3,317,45.00%,341
OD0985,C984,P0834,20200911,9/11/2020,3,Standard,1,228,47.00%,176
OD0986,C144,P0835,20200912,9/12/2020,3,Standard,3,319,47.00%,125
OD0987,C734,P0836,20200913,9/13/2020,9,Standard,2,438,46.00%,246
OD0988,C886,P0837,20200914,9/14/2020,4,Standard,4,425,46.00%,520
OD0989,C257,P0838,20200915,9/15/2020,3,Standard,4,425,46.00%,126
OD0990,C527,P0839,20200916,9/16/2020,9,Standard,2,425,30.00%,319
OD0991,C998,P0840,20200917,9/17/2020,7,Standard,3,425,30.00%,394
OD0992,C203,P0841,20200918,9/18/2020,5,Standard,1,231,30.00%,443
OD0993,C307,P0842,20200919,9/19/2020,5,Standard,3,411,30.00%,165
OD0994,C797,P0843,20200920,9/20/2020,7,Standard,3,273,30.00%,310
OD0995,C533,P0844,20200921,9/21/2020,6,Standard,1,438,35.00%,296
OD0996,C65,P0845,20200922,9/22/2020,9,Standard,4,301,35.00%,625
OD0997,C665,P0846,20200923,9/23/2020,9,Standard,3,395,35.00%,296
OD0998,C215,P0847,20200924,9/24/2020,7,Standard,2,627,35.00%,772
OD0999,C744,P0848,20200925,9/25/2020,1,Prime,1,752,35.00%,843
OD1000,C285,P0849,20200926,9/26/2020,8,Standard,4,171,35.00%,946
OD1001,C683,P0850,20200927,9/27/2020,0,Same Day,1,281,40.00%,886
OD1002,C251,P0851,20200928,9/28/2020,7,Standard,2,252,40.00%,153
OD1003,C256,P0852,20200929,9/29/2020,3,Standard,1,190,15.00%,2293
OD1004,C843,P0853,20200930,9/30/2020,3,Standard,1,279,15.00%,2009
OD1005,C278,P0854,20201001,10/1/2020,4,Standard,3,149,15.00%,1050
OD1006,C321,P0855,20201002,10/2/2020,7,Standard,2,118,35.00%,491
OD1007,C780,P0856,20201003,10/3/2020,4,Standard,2,228,35.00%,211
OD1008,C253,P0857,20201004,10/4/2020,7,Standard,2,481,35.00%,294
OD1009,C43,P0858,20201005,10/5/2020,9,Standard,1,117,35.00%,211
OD1010,C408,P0859,20201006,10/6/2020,0,Same Day,2,228,55.00%,205
OD1011,C497,P0860,20201007,10/7/2020,9,Standard,2,394,55.00%,303
OD1012,C765,P0861,20201008,10/8/2020,8,Standard,2,431,55.00%,294
OD1013,C120,P0862,20201009,10/9/2020,5,Standard,3,177,55.00%,294
OD1014,C617,P0863,20201010,10/10/2020,2,Standard,2,244,50.00%,327
OD1015,C730,P0863,20201011,10/11/2020,7,Standard,1,387,50.00%,327
OD1016,C130,P0863,20201012,10/12/2020,8,Standard,3,645,50.00%,178
OD1017,C911,P0863,20201013,10/13/2020,5,Standard,2,264,50.00%,343
OD1018,C845,P0863,20201014,10/14/2020,6,Standard,2,689,50.00%,228
OD1019,C919,P0864,20201015,10/15/2020,0,Same Day,3,791,30.00%,361
OD1020,C418,P0865,20201016,10/16/2020,4,Standard,2,888,32.00%,241
OD1021,C875,P0866,20201017,10/17/2020,4,Standard,1,901,25.00%,348
OD1022,C346,P0867,20201018,10/18/2020,9,Standard,1,156,45.00%,530
OD1023,C315,P0868,20201019,10/19/2020,3,Standard,2,1888,15.00%,984
OD1024,C439,P0869,20201020,10/20/2020,5,Standard,1,1654,33.00%,176
OD1025,C559,P0870,20201021,10/21/2020,6,Standard,3,865,42.00%,251
OD1026,C614,P0871,20201022,10/22/2020,8,Standard,2,567,42.00%,325
OD1027,C391,P0872,20201023,10/23/2020,0,Same Day,3,244,39.00%,258
OD1028,C639,P0873,20201024,10/24/2020,5,Standard,1,317,39.00%,378
OD1029,C856,P0874,20201025,10/25/2020,6,Standard,2,228,39.00%,203
OD1030,C744,P0875,20201026,10/26/2020,2,Standard,3,319,39.00%,143
OD1031,C831,P0876,20201027,10/27/2020,7,Standard,1,405,30.00%,319
OD1032,C275,P0877,20201028,10/28/2020,4,Standard,2,392,30.00%,674
OD1033,C950,P0878,20201029,10/29/2020,8,Standard,4,392,30.00%,163
OD1034,C665,P0879,20201030,10/30/2020,4,Standard,1,392,25.00%,342
OD1035,C524,P0880,20201031,10/31/2020,8,Standard,1,392,25.00%,423
OD1036,C994,P0881,20201101,11/1/2020,9,Standard,4,213,30.00%,443
OD1037,C374,P0882,20201102,11/2/2020,3,Standard,4,377,30.00%,165
OD1038,C999,P0883,20201103,11/3/2020,8,Standard,3,250,30.00%,310
OD1039,C242,P0884,20201104,11/4/2020,4,Standard,1,283,40.00%,273
OD1040,C861,P0885,20201105,11/5/2020,9,Standard,4,188,40.00%,577
OD1041,C533,P0886,20201106,11/6/2020,8,Standard,2,246,40.00%,273
OD1042,C934,P0887,20201107,11/7/2020,2,Standard,1,521,40.00%,713
OD1043,C223,P0888,20201108,11/8/2020,3,Standard,3,625,40.00%,778
OD1044,C200,P0889,20201109,11/9/2020,8,Standard,4,142,40.00%,873
OD1045,C942,P0890,20201110,11/10/2020,9,Standard,1,303,45.00%,812
OD1046,C854,P0891,20201111,11/11/2020,5,Standard,1,393,45.00%,140
OD1047,C645,P0892,20201112,11/12/2020,1,Prime,4,296,45.00%,1483
OD1048,C939,P0893,20201113,11/13/2020,6,Standard,4,434,47.00%,1252
OD1049,C527,P0894,20201114,11/14/2020,1,Prime,4,233,47.00%,655
OD1050,C381,P0895,20201115,11/15/2020,1,Prime,1,153,46.00%,408
OD1051,C471,P0896,20201116,11/16/2020,0,Same Day,4,296,46.00%,176
OD1052,C77,P0897,20201117,11/17/2020,2,Standard,4,625,46.00%,244
OD1053,C689,P0898,20201118,11/18/2020,5,Standard,1,152,30.00%,228
OD1054,C181,P0899,20201119,11/19/2020,7,Standard,1,296,30.00%,319
OD1055,C48,P0900,20201120,11/20/2020,8,Standard,3,366,30.00%,319
OD1056,C650,P0901,20201121,11/21/2020,6,Standard,2,380,30.00%,319
OD1057,C592,P0902,20201122,11/22/2020,3,Standard,1,141,30.00%,319
OD1058,C571,P0903,20201123,11/23/2020,5,Standard,2,377,35.00%,153
OD1059,C287,P0904,20201124,11/24/2020,4,Standard,3,387,35.00%,647
OD1060,C568,P0905,20201125,11/25/2020,7,Standard,3,818,35.00%,425
OD1061,C680,P0906,20201126,11/26/2020,0,Same Day,4,296,35.00%,296
OD1062,C253,P0907,20201127,11/27/2020,0,Same Day,3,772,35.00%,510
OD1063,C619,P0908,20201128,11/28/2020,5,Standard,4,843,35.00%,237
OD1064,C605,P0909,20201129,11/29/2020,9,Standard,4,946,40.00%,579
OD1065,C96,P0910,20201130,11/30/2020,1,Prime,1,665,40.00%,266
OD1066,C517,P0911,20201201,12/1/2020,4,Standard,1,115,15.00%,483
OD1067,C454,P0911,20201202,12/2/2020,0,Same Day,2,1214,15.00%,403
OD1068,C03,P0911,20201203,12/3/2020,6,Standard,4,1063,15.00%,508
OD1069,C616,P0911,20201204,12/4/2020,0,Same Day,4,618,30.00%,375
OD1070,C531,P0911,20201205,12/5/2020,3,Standard,2,378,30.00%,179
OD1071,C531,P0911,20201206,12/6/2020,8,Standard,4,163,30.00%,319
OD1072,C61,P0911,20201207,12/7/2020,0,Same Day,3,226,25.00%,342
OD1073,C823,P0912,20201208,12/8/2020,3,Standard,4,163,25.00%,558
OD1074,C816,P0913,20201209,12/9/2020,5,Standard,4,319,30.00%,249
OD1075,C136,P0914,20201210,12/10/2020,5,Standard,4,310,30.00%,832
OD1076,C419,P0915,20201211,12/11/2020,7,Standard,1,342,30.00%,298
OD1077,C171,P0916,20201212,12/12/2020,0,Same Day,3,250,40.00%,675
OD1078,C61,P0917,20201213,12/13/2020,6,Standard,4,200,40.00%,687
OD1079,C824,P0918,20201214,12/14/2020,0,Same Day,3,667,40.00%,741
OD1080,C631,P0919,20201215,12/15/2020,6,Standard,3,379,40.00%,938
OD1081,C467,P0920,20201216,12/16/2020,2,Standard,3,264,40.00%,392
OD1082,C490,P0921,20201217,12/17/2020,7,Standard,2,478,40.00%,512
OD1083,C643,P0922,20201218,12/18/2020,2,Standard,4,222,45.00%,261
OD1084,C545,P0923,20201219,12/19/2020,0,Same Day,1,588,45.00%,191
OD1085,C515,P0924,20201220,12/20/2020,7,Standard,1,270,45.00%,192
OD1086,C162,P0925,20201221,12/21/2020,2,Standard,1,398,47.00%,186
OD1087,C569,P0926,20201222,12/22/2020,1,Prime,1,332,47.00%,186
OD1088,C145,P0927,20201223,12/23/2020,0,Same Day,4,418,46.00%,190
OD1089,C250,P0928,20201224,12/24/2020,2,Standard,1,402,46.00%,191
OD1090,C195,P0929,20201225,12/25/2020,1,Prime,3,192,46.00%,191
OD1091,C565,P0930,20201226,12/26/2020,1,Prime,2,319,30.00%,249
OD1092,C352,P0931,20201227,12/27/2020,5,Standard,1,319,30.00%,699
OD1093,C85,P0932,20201228,12/28/2020,0,Same Day,3,521,30.00%,388
OD1094,C665,P0933,20201229,12/29/2020,1,Prime,1,213,30.00%,388
OD1095,C898,P0934,20201230,12/30/2020,5,Standard,4,713,30.00%,388
OD1096,C293,P0935,20201231,12/31/2020,2,Standard,3,255,35.00%,360
OD1097,C774,P0936,20210101,1/1/2021,3,Standard,4,675,35.00%,666
OD1098,C240,P0936,20210102,1/2/2021,0,Same Day,1,687,35.00%,666
OD1099,C818,P0936,20210103,1/3/2021,7,Standard,3,741,35.00%,666
OD1100,C924,P0936,20210104,1/4/2021,6,Standard,3,860,35.00%,360
OD1101,C904,P0936,20210105,1/5/2021,6,Standard,3,359,35.00%,389
OD1102,C100,P0937,20210106,1/6/2021,2,Standard,1,469,40.00%,333
OD1103,C991,P0938,20210107,1/7/2021,9,Standard,2,251,40.00%,333
OD1104,C862,P0939,20210108,1/8/2021,9,Standard,2,184,15.00%,480
OD1105,C368,P0940,20210109,1/9/2021,2,Standard,4,189,15.00%,471
OD1106,C659,P0941,20210110,1/10/2021,1,Prime,2,189,15.00%,849
OD1107,C76,P0942,20210111,1/11/2021,0,Same Day,1,190,35.00%,649
OD1108,C151,P0943,20210112,1/12/2021,6,Standard,3,247,35.00%,649
OD1109,C744,P0944,20210113,1/13/2021,6,Standard,3,247,35.00%,649
OD1110,C869,P0945,20210114,1/14/2021,1,Prime,1,248,35.00%,727
OD1111,C537,P0946,20210115,1/15/2021,6,Standard,3,249,55.00%,503
OD1112,C765,P0947,20210116,1/16/2021,7,Standard,2,699,55.00%,503
OD1113,C134,P0948,20210117,1/17/2021,0,Same Day,4,360,55.00%,503
