Date_Key,Date,Year,Month,Month_Num,Day
20191002,10/2/2019,2019,Oct,10,2
20191003,10/3/2019,2019,Oct,10,3
20191004,10/4/2019,2019,Oct,10,4
20191005,10/5/2019,2019,Oct,10,5
20191006,10/6/2019,2019,Oct,10,6
20191007,10/7/2019,2019,Oct,10,7
20191008,10/8/2019,2019,Oct,10,8
20191009,10/9/2019,2019,Oct,10,9
20191010,10/10/2019,2019,Oct,10,10
20191011,10/11/2019,2019,Oct,10,11
20191012,10/12/2019,2019,Oct,10,12
20191013,10/13/2019,2019,Oct,10,13
20191014,10/14/2019,2019,Oct,10,14
20191015,10/15/2019,2019,Oct,10,15
20191016,10/16/2019,2019,Oct,10,16
20191017,10/17/2019,2019,Oct,10,17
20191018,10/18/2019,2019,Oct,10,18
20191019,10/19/2019,2019,Oct,10,19
20191020,10/20/2019,2019,Oct,10,20
20191021,10/21/2019,2019,Oct,10,21
20191022,10/22/2019,2019,Oct,10,22
20191023,10/23/2019,2019,Oct,10,23
20191024,10/24/2019,2019,Oct,10,24
20191025,10/25/2019,2019,Oct,10,25
20191026,10/26/2019,2019,Oct,10,26
20191027,10/27/2019,2019,Oct,10,27
20191028,10/28/2019,2019,Oct,10,28
20191029,10/29/2019,2019,Oct,10,29
20191030,10/30/2019,2019,Oct,10,30
20191031,10/31/2019,2019,Oct,10,31
20191101,11/1/2019,2019,Nov,11,1
20191102,11/2/2019,2019,Nov,11,2
20191103,11/3/2019,2019,Nov,11,3
20191104,11/4/2019,2019,Nov,11,4
20191105,11/5/2019,2019,Nov,11,5
20191106,11/6/2019,2019,Nov,11,6
20191107,11/7/2019,2019,Nov,11,7
20191108,11/8/2019,2019,Nov,11,8
20191109,11/9/2019,2019,Nov,11,9
20191110,11/10/2019,2019,Nov,11,10
20191111,11/11/2019,2019,Nov,11,11
20191112,11/12/2019,2019,Nov,11,12
20191113,11/13/2019,2019,Nov,11,13
20191114,11/14/2019,2019,Nov,11,14
20191115,11/15/2019,2019,Nov,11,15
20191116,11/16/2019,2019,Nov,11,16
20191117,11/17/2019,2019,Nov,11,17
20191118,11/18/2019,2019,Nov,11,18
20191119,11/19/2019,2019,Nov,11,19
20191120,11/20/2019,2019,Nov,11,20
20191121,11/21/2019,2019,Nov,11,21
20191122,11/22/2019,2019,Nov,11,22
20191123,11/23/2019,2019,Nov,11,23
20191124,11/24/2019,2019,Nov,11,24
20191125,11/25/2019,2019,Nov,11,25
20191126,11/26/2019,2019,Nov,11,26
20191127,11/27/2019,2019,Nov,11,27
20191128,11/28/2019,2019,Nov,11,28
20191129,11/29/2019,2019,Nov,11,29
20191130,11/30/2019,2019,Nov,11,30
20191201,12/1/2019,2019,Dec,12,1
20191202,12/2/2019,2019,Dec,12,2
20191203,12/3/2019,2019,Dec,12,3
20191204,12/4/2019,2019,Dec,12,4
20191205,12/5/2019,2019,Dec,12,5
20191206,12/6/2019,2019,Dec,12,6
20191207,12/7/2019,2019,Dec,12,7
20191208,12/8/2019,2019,Dec,12,8
20191209,12/9/2019,2019,Dec,12,9
20191210,12/10/2019,2019,Dec,12,10
20191211,12/11/2019,2019,Dec,12,11
20191212,12/12/2019,2019,Dec,12,12
20191213,12/13/2019,2019,Dec,12,13
20191214,12/14/2019,2019,Dec,12,14
20191215,12/15/2019,2019,Dec,12,15
20191216,12/16/2019,2019,Dec,12,16
20191217,12/17/2019,2019,Dec,12,17
20191218,12/18/2019,2019,Dec,12,18
20191219,12/19/2019,2019,Dec,12,19
20191220,12/20/2019,2019,Dec,12,20
20191221,12/21/2019,2019,Dec,12,21
20191222,12/22/2019,2019,Dec,12,22
20191223,12/23/2019,2019,Dec,12,23
20191224,12/24/2019,2019,Dec,12,24
20191225,12/25/2019,2019,Dec,12,25
20191226,12/26/2019,2019,Dec,12,26
20191227,12/27/2019,2019,Dec,12,27
20191228,12/28/2019,2019,Dec,12,28
20191229,12/29/2019,2019,Dec,12,29
20191230,12/30/2019,2019,Dec,12,30
20191231,12/31/2019,2019,Dec,12,31
20200101,1/1/2020,2020,Jan,1,1
20200102,1/2/2020,2020,Jan,1,2
20200103,1/3/2020,2020,Jan,1,3
20200104,1/4/2020,2020,Jan,1,4
20200105,1/5/2020,2020,Jan,1,5
20200106,1/6/2020,2020,Jan,1,6
20200107,1/7/2020,2020,Jan,1,7
20200108,1/8/2020,2020,Jan,1,8
20200109,1/9/2020,2020,Jan,1,9
20200110,1/10/2020,2020,Jan,1,10
20200111,1/11/2020,2020,Jan,1,11
20200112,1/12/2020,2020,Jan,1,12
20200113,1/13/2020,2020,Jan,1,13
20200114,1/14/2020,2020,Jan,1,14
20200115,1/15/2020,2020,Jan,1,15
20200116,1/16/2020,2020,Jan,1,16
20200117,1/17/2020,2020,Jan,1,17
20200118,1/18/2020,2020,Jan,1,18
20200119,1/19/2020,2020,Jan,1,19
20200120,1/20/2020,2020,Jan,1,20
20200121,1/21/2020,2020,Jan,1,21
20200122,1/22/2020,2020,Jan,1,22
20200123,1/23/2020,2020,Jan,1,23
20200124,1/24/2020,2020,Jan,1,24
20200125,1/25/2020,2020,Jan,1,25
20200126,1/26/2020,2020,Jan,1,26
20200127,1/27/2020,2020,Jan,1,27
20200128,1/28/2020,2020,Jan,1,28
20200129,1/29/2020,2020,Jan,1,29
20200130,1/30/2020,2020,Jan,1,30
20200131,1/31/2020,2020,Jan,1,31
20200201,2/1/2020,2020,Feb,2,1
20200202,2/2/2020,2020,Feb,2,2
20200203,2/3/2020,2020,Feb,2,3
20200204,2/4/2020,2020,Feb,2,4
20200205,2/5/2020,2020,Feb,2,5
20200206,2/6/2020,2020,Feb,2,6
20200207,2/7/2020,2020,Feb,2,7
20200208,2/8/2020,2020,Feb,2,8
20200209,2/9/2020,2020,Feb,2,9
20200210,2/10/2020,2020,Feb,2,10
20200211,2/11/2020,2020,Feb,2,11
20200212,2/12/2020,2020,Feb,2,12
20200213,2/13/2020,2020,Feb,2,13
20200214,2/14/2020,2020,Feb,2,14
20200215,2/15/2020,2020,Feb,2,15
20200216,2/16/2020,2020,Feb,2,16
20200217,2/17/2020,2020,Feb,2,17
20200218,2/18/2020,2020,Feb,2,18
20200219,2/19/2020,2020,Feb,2,19
20200220,2/20/2020,2020,Feb,2,20
20200221,2/21/2020,2020,Feb,2,21
20200222,2/22/2020,2020,Feb,2,22
20200223,2/23/2020,2020,Feb,2,23
20200224,2/24/2020,2020,Feb,2,24
20200225,2/25/2020,2020,Feb,2,25
20200226,2/26/2020,2020,Feb,2,26
20200227,2/27/2020,2020,Feb,2,27
20200228,2/28/2020,2020,Feb,2,28
20200229,2/29/2020,2020,Feb,2,29
20200301,3/1/2020,2020,Mar,3,1
20200302,3/2/2020,2020,Mar,3,2
20200303,3/3/2020,2020,Mar,3,3
20200304,3/4/2020,2020,Mar,3,4
20200305,3/5/2020,2020,Mar,3,5
20200306,3/6/2020,2020,Mar,3,6
20200307,3/7/2020,2020,Mar,3,7
20200308,3/8/2020,2020,Mar,3,8
20200309,3/9/2020,2020,Mar,3,9
20200310,3/10/2020,2020,Mar,3,10
20200311,3/11/2020,2020,Mar,3,11
20200312,3/12/2020,2020,Mar,3,12
20200313,3/13/2020,2020,Mar,3,13
20200314,3/14/2020,2020,Mar,3,14
20200315,3/15/2020,2020,Mar,3,15
20200316,3/16/2020,2020,Mar,3,16
20200317,3/17/2020,2020,Mar,3,17
20200318,3/18/2020,2020,Mar,3,18
20200319,3/19/2020,2020,Mar,3,19
20200320,3/20/2020,2020,Mar,3,20
20200321,3/21/2020,2020,Mar,3,21
20200322,3/22/2020,2020,Mar,3,22
20200323,3/23/2020,2020,Mar,3,23
20200324,3/24/2020,2020,Mar,3,24
20200325,3/25/2020,2020,Mar,3,25
20200326,3/26/2020,2020,Mar,3,26
20200327,3/27/2020,2020,Mar,3,27
20200328,3/28/2020,2020,Mar,3,28
20200329,3/29/2020,2020,Mar,3,29
20200330,3/30/2020,2020,Mar,3,30
20200331,3/31/2020,2020,Mar,3,31
20200401,4/1/2020,2020,Apr,4,1
20200402,4/2/2020,2020,Apr,4,2
20200403,4/3/2020,2020,Apr,4,3
20200404,4/4/2020,2020,Apr,4,4
20200405,4/5/2020,2020,Apr,4,5
20200406,4/6/2020,2020,Apr,4,6
20200407,4/7/2020,2020,Apr,4,7
20200408,4/8/2020,2020,Apr,4,8
20200409,4/9/2020,2020,Apr,4,9
20200410,4/10/2020,2020,Apr,4,10
20200411,4/11/2020,2020,Apr,4,11
20200412,4/12/2020,2020,Apr,4,12
20200413,4/13/2020,2020,Apr,4,13
20200414,4/14/2020,2020,Apr,4,14
20200415,4/15/2020,2020,Apr,4,15
20200416,4/16/2020,2020,Apr,4,16
20200417,4/17/2020,2020,Apr,4,17
20200418,4/18/2020,2020,Apr,4,18
20200419,4/19/2020,2020,Apr,4,19
20200420,4/20/2020,2020,Apr,4,20
20200421,4/21/2020,2020,Apr,4,21
20200422,4/22/2020,2020,Apr,4,22
20200423,4/23/2020,2020,Apr,4,23
20200424,4/24/2020,2020,Apr,4,24
20200425,4/25/2020,2020,Apr,4,25
20200426,4/26/2020,2020,Apr,4,26
20200427,4/27/2020,2020,Apr,4,27
20200428,4/28/2020,2020,Apr,4,28
20200429,4/29/2020,2020,Apr,4,29
20200430,4/30/2020,2020,Apr,4,30
20200501,5/1/2020,2020,May,5,1
20200502,5/2/2020,2020,May,5,2
20200503,5/3/2020,2020,May,5,3
20200504,5/4/2020,2020,May,5,4
20200505,5/5/2020,2020,May,5,5
20200506,5/6/2020,2020,May,5,6
20200507,5/7/2020,2020,May,5,7
20200508,5/8/2020,2020,May,5,8
20200509,5/9/2020,2020,May,5,9
20200510,5/10/2020,2020,May,5,10
20200511,5/11/2020,2020,May,5,11
20200512,5/12/2020,2020,May,5,12
20200513,5/13/2020,2020,May,5,13
20200514,5/14/2020,2020,May,5,14
20200515,5/15/2020,2020,May,5,15
20200516,5/16/2020,2020,May,5,16
20200517,5/17/2020,2020,May,5,17
20200518,5/18/2020,2020,May,5,18
20200519,5/19/2020,2020,May,5,19
20200520,5/20/2020,2020,May,5,20
20200521,5/21/2020,2020,May,5,21
20200522,5/22/2020,2020,May,5,22
20200523,5/23/2020,2020,May,5,23
20200524,5/24/2020,2020,May,5,24
20200525,5/25/2020,2020,May,5,25
20200526,5/26/2020,2020,May,5,26
20200527,5/27/2020,2020,May,5,27
20200528,5/28/2020,2020,May,5,28
20200529,5/29/2020,2020,May,5,29
20200530,5/30/2020,2020,May,5,30
20200531,5/31/2020,2020,May,5,31
20200601,6/1/2020,2020,Jun,6,1
20200602,6/2/2020,2020,Jun,6,2
20200603,6/3/2020,2020,Jun,6,3
20200604,6/4/2020,2020,Jun,6,4
20200605,6/5/2020,2020,Jun,6,5
20200606,6/6/2020,2020,Jun,6,6
20200607,6/7/2020,2020,Jun,6,7
20200608,6/8/2020,2020,Jun,6,8
20200609,6/9/2020,2020,Jun,6,9
20200610,6/10/2020,2020,Jun,6,10
20200611,6/11/2020,2020,Jun,6,11
20200612,6/12/2020,2020,Jun,6,12
20200613,6/13/2020,2020,Jun,6,13
20200614,6/14/2020,2020,Jun,6,14
20200615,6/15/2020,2020,Jun,6,15
20200616,6/16/2020,2020,Jun,6,16
20200617,6/17/2020,2020,Jun,6,17
20200618,6/18/2020,2020,Jun,6,18
20200619,6/19/2020,2020,Jun,6,19
20200620,6/20/2020,2020,Jun,6,20
20200621,6/21/2020,2020,Jun,6,21
20200622,6/22/2020,2020,Jun,6,22
20200623,6/23/2020,2020,Jun,6,23
20200624,6/24/2020,2020,Jun,6,24
20200625,6/25/2020,2020,Jun,6,25
20200626,6/26/2020,2020,Jun,6,26
20200627,6/27/2020,2020,Jun,6,27
20200628,6/28/2020,2020,Jun,6,28
20200629,6/29/2020,2020,Jun,6,29
20200630,6/30/2020,2020,Jun,6,30
20200701,7/1/2020,2020,Jul,7,1
20200702,7/2/2020,2020,Jul,7,2
20200703,7/3/2020,2020,Jul,7,3
20200704,7/4/2020,2020,Jul,7,4
20200705,7/5/2020,2020,Jul,7,5
20200706,7/6/2020,2020,Jul,7,6
20200707,7/7/2020,2020,Jul,7,7
20200708,7/8/2020,2020,Jul,7,8
20200709,7/9/2020,2020,Jul,7,9
20200710,7/10/2020,2020,Jul,7,10
20200711,7/11/2020,2020,Jul,7,11
20200712,7/12/2020,2020,Jul,7,12
20200713,7/13/2020,2020,Jul,7,13
20200714,7/14/2020,2020,Jul,7,14
20200715,7/15/2020,2020,Jul,7,15
20200716,7/16/2020,2020,Jul,7,16
20200717,7/17/2020,2020,Jul,7,17
20200718,7/18/2020,2020,Jul,7,18
20200719,7/19/2020,2020,Jul,7,19
20200720,7/20/2020,2020,Jul,7,20
20200721,7/21/2020,2020,Jul,7,21
20200722,7/22/2020,2020,Jul,7,22
20200723,7/23/2020,2020,Jul,7,23
20200724,7/24/2020,2020,Jul,7,24
20200725,7/25/2020,2020,Jul,7,25
20200726,7/26/2020,2020,Jul,7,26
20200727,7/27/2020,2020,Jul,7,27
20200728,7/28/2020,2020,Jul,7,28
20200729,7/29/2020,2020,Jul,7,29
20200730,7/30/2020,2020,Jul,7,30
20200731,7/31/2020,2020,Jul,7,31
20200801,8/1/2020,2020,Aug,8,1
20200802,8/2/2020,2020,Aug,8,2
20200803,8/3/2020,2020,Aug,8,3
20200804,8/4/2020,2020,Aug,8,4
20200805,8/5/2020,2020,Aug,8,5
20200806,8/6/2020,2020,Aug,8,6
20200807,8/7/2020,2020,Aug,8,7
20200808,8/8/2020,2020,Aug,8,8
20200809,8/9/2020,2020,Aug,8,9
20200810,8/10/2020,2020,Aug,8,10
20200811,8/11/2020,2020,Aug,8,11
20200812,8/12/2020,2020,Aug,8,12
20200813,8/13/2020,2020,Aug,8,13
20200814,8/14/2020,2020,Aug,8,14
20200815,8/15/2020,2020,Aug,8,15
20200816,8/16/2020,2020,Aug,8,16
20200817,8/17/2020,2020,Aug,8,17
20200818,8/18/2020,2020,Aug,8,18
20200819,8/19/2020,2020,Aug,8,19
20200820,8/20/2020,2020,Aug,8,20
20200821,8/21/2020,2020,Aug,8,21
20200822,8/22/2020,2020,Aug,8,22
20200823,8/23/2020,2020,Aug,8,23
20200824,8/24/2020,2020,Aug,8,24
20200825,8/25/2020,2020,Aug,8,25
20200826,8/26/2020,2020,Aug,8,26
20200827,8/27/2020,2020,Aug,8,27
20200828,8/28/2020,2020,Aug,8,28
20200829,8/29/2020,2020,Aug,8,29
20200830,8/30/2020,2020,Aug,8,30
20200831,8/31/2020,2020,Aug,8,31
20200901,9/1/2020,2020,Sep,9,1
20200902,9/2/2020,2020,Sep,9,2
20200903,9/3/2020,2020,Sep,9,3
20200904,9/4/2020,2020,Sep,9,4
20200905,9/5/2020,2020,Sep,9,5
20200906,9/6/2020,2020,Sep,9,6
20200907,9/7/2020,2020,Sep,9,7
20200908,9/8/2020,2020,Sep,9,8
20200909,9/9/2020,2020,Sep,9,9
20200910,9/10/2020,2020,Sep,9,10
20200911,9/11/2020,2020,Sep,9,11
20200912,9/12/2020,2020,Sep,9,12
20200913,9/13/2020,2020,Sep,9,13
20200914,9/14/2020,2020,Sep,9,14
20200915,9/15/2020,2020,Sep,9,15
20200916,9/16/2020,2020,Sep,9,16
20200917,9/17/2020,2020,Sep,9,17
20200918,9/18/2020,2020,Sep,9,18
20200919,9/19/2020,2020,Sep,9,19
20200920,9/20/2020,2020,Sep,9,20
20200921,9/21/2020,2020,Sep,9,21
20200922,9/22/2020,2020,Sep,9,22
20200923,9/23/2020,2020,Sep,9,23
20200924,9/24/2020,2020,Sep,9,24
20200925,9/25/2020,2020,Sep,9,25
20200926,9/26/2020,2020,Sep,9,26
20200927,9/27/2020,2020,Sep,9,27
20200928,9/28/2020,2020,Sep,9,28
20200929,9/29/2020,2020,Sep,9,29
20200930,9/30/2020,2020,Sep,9,30
20201001,10/1/2020,2020,Oct,10,1
20201002,10/2/2020,2020,Oct,10,2
20201003,10/3/2020,2020,Oct,10,3
20201004,10/4/2020,2020,Oct,10,4
20201005,10/5/2020,2020,Oct,10,5
20201006,10/6/2020,2020,Oct,10,6
20201007,10/7/2020,2020,Oct,10,7
20201008,10/8/2020,2020,Oct,10,8
20201009,10/9/2020,2020,Oct,10,9
20201010,10/10/2020,2020,Oct,10,10
20201011,10/11/2020,2020,Oct,10,11
20201012,10/12/2020,2020,Oct,10,12
20201013,10/13/2020,2020,Oct,10,13
20201014,10/14/2020,2020,Oct,10,14
20201015,10/15/2020,2020,Oct,10,15
20201016,10/16/2020,2020,Oct,10,16
20201017,10/17/2020,2020,Oct,10,17
20201018,10/18/2020,2020,Oct,10,18
20201019,10/19/2020,2020,Oct,10,19
20201020,10/20/2020,2020,Oct,10,20
20201021,10/21/2020,2020,Oct,10,21
20201022,10/22/2020,2020,Oct,10,22
20201023,10/23/2020,2020,Oct,10,23
20201024,10/24/2020,2020,Oct,10,24
20201025,10/25/2020,2020,Oct,10,25
20201026,10/26/2020,2020,Oct,10,26
20201027,10/27/2020,2020,Oct,10,27
20201028,10/28/2020,2020,Oct,10,28
20201029,10/29/2020,2020,Oct,10,29
20201030,10/30/2020,2020,Oct,10,30
20201031,10/31/2020,2020,Oct,10,31
20201101,11/1/2020,2020,Nov,11,1
20201102,11/2/2020,2020,Nov,11,2
20201103,11/3/2020,2020,Nov,11,3
20201104,11/4/2020,2020,Nov,11,4
20201105,11/5/2020,2020,Nov,11,5
20201106,11/6/2020,2020,Nov,11,6
20201107,11/7/2020,2020,Nov,11,7
20201108,11/8/2020,2020,Nov,11,8
20201109,11/9/2020,2020,Nov,11,9
20201110,11/10/2020,2020,Nov,11,10
20201111,11/11/2020,2020,Nov,11,11
20201112,11/12/2020,2020,Nov,11,12
20201113,11/13/2020,2020,Nov,11,13
20201114,11/14/2020,2020,Nov,11,14
20201115,11/15/2020,2020,Nov,11,15
20201116,11/16/2020,2020,Nov,11,16
20201117,11/17/2020,2020,Nov,11,17
20201118,11/18/2020,2020,Nov,11,18
20201119,11/19/2020,2020,Nov,11,19
20201120,11/20/2020,2020,Nov,11,20
20201121,11/21/2020,2020,Nov,11,21
20201122,11/22/2020,2020,Nov,11,22
20201123,11/23/2020,2020,Nov,11,23
20201124,11/24/2020,2020,Nov,11,24
20201125,11/25/2020,2020,Nov,11,25
20201126,11/26/2020,2020,Nov,11,26
20201127,11/27/2020,2020,Nov,11,27
20201128,11/28/2020,2020,Nov,11,28
20201129,11/29/2020,2020,Nov,11,29
20201130,11/30/2020,2020,Nov,11,30
20201201,12/1/2020,2020,Dec,12,1
20201202,12/2/2020,2020,Dec,12,2
20201203,12/3/2020,2020,Dec,12,3
20201204,12/4/2020,2020,Dec,12,4
20201205,12/5/2020,2020,Dec,12,5
20201206,12/6/2020,2020,Dec,12,6
20201207,12/7/2020,2020,Dec,12,7
20201208,12/8/2020,2020,Dec,12,8
20201209,12/9/2020,2020,Dec,12,9
20201210,12/10/2020,2020,Dec,12,10
20201211,12/11/2020,2020,Dec,12,11
20201212,12/12/2020,2020,Dec,12,12
20201213,12/13/2020,2020,Dec,12,13
20201214,12/14/2020,2020,Dec,12,14
20201215,12/15/2020,2020,Dec,12,15
20201216,12/16/2020,2020,Dec,12,16
20201217,12/17/2020,2020,Dec,12,17
20201218,12/18/2020,2020,Dec,12,18
20201219,12/19/2020,2020,Dec,12,19
20201220,12/20/2020,2020,Dec,12,20
20201221,12/21/2020,2020,Dec,12,21
20201222,12/22/2020,2020,Dec,12,22
20201223,12/23/2020,2020,Dec,12,23
20201224,12/24/2020,2020,Dec,12,24
20201225,12/25/2020,2020,Dec,12,25
20201226,12/26/2020,2020,Dec,12,26
20201227,12/27/2020,2020,Dec,12,27
20201228,12/28/2020,2020,Dec,12,28
20201229,12/29/2020,2020,Dec,12,29
20201230,12/30/2020,2020,Dec,12,30
20201231,12/31/2020,2020,Dec,12,31
20210101,1/1/2021,2021,Jan,1,1
20210102,1/2/2021,2021,Jan,1,2
20210103,1/3/2021,2021,Jan,1,3
20210104,1/4/2021,2021,Jan,1,4
20210105,1/5/2021,2021,Jan,1,5
20210106,1/6/2021,2021,Jan,1,6
20210107,1/7/2021,2021,Jan,1,7
20210108,1/8/2021,2021,Jan,1,8
20210109,1/9/2021,2021,Jan,1,9
20210110,1/10/2021,2021,Jan,1,10
20210111,1/11/2021,2021,Jan,1,11
20210112,1/12/2021,2021,Jan,1,12
20210113,1/13/2021,2021,Jan,1,13
20210114,1/14/2021,2021,Jan,1,14
20210115,1/15/2021,2021,Jan,1,15
20210116,1/16/2021,2021,Jan,1,16
20210117,1/17/2021,2021,Jan,1,17
20210118,1/18/2021,2021,Jan,1,18
20210119,1/19/2021,2021,Jan,1,19
20210120,1/20/2021,2021,Jan,1,20
20210121,1/21/2021,2021,Jan,1,21
20210122,1/22/2021,2021,Jan,1,22
20210123,1/23/2021,2021,Jan,1,23
20210124,1/24/2021,2021,Jan,1,24
20210125,1/25/2021,2021,Jan,1,25
20210126,1/26/2021,2021,Jan,1,26
20210127,1/27/2021,2021,Jan,1,27
20210128,1/28/2021,2021,Jan,1,28
20210129,1/29/2021,2021,Jan,1,29
20210130,1/30/2021,2021,Jan,1,30
20210131,1/31/2021,2021,Jan,1,31
20210201,2/1/2021,2021,Feb,2,1
20210202,2/2/2021,2021,Feb,2,2
20210203,2/3/2021,2021,Feb,2,3
20210204,2/4/2021,2021,Feb,2,4
20210205,2/5/2021,2021,Feb,2,5
20210206,2/6/2021,2021,Feb,2,6
20210207,2/7/2021,2021,Feb,2,7
20210208,2/8/2021,2021,Feb,2,8
20210209,2/9/2021,2021,Feb,2,9
20210210,2/10/2021,2021,Feb,2,10
20210211,2/11/2021,2021,Feb,2,11
20210212,2/12/2021,2021,Feb,2,12
20210213,2/13/2021,2021,Feb,2,13
20210214,2/14/2021,2021,Feb,2,14
20210215,2/15/2021,2021,Feb,2,15
20210216,2/16/2021,2021,Feb,2,16
20210217,2/17/2021,2021,Feb,2,17
20210218,2/18/2021,2021,Feb,2,18
20210219,2/19/2021,2021,Feb,2,19
20210220,2/20/2021,2021,Feb,2,20
20210221,2/21/2021,2021,Feb,2,21
20210222,2/22/2021,2021,Feb,2,22
20210223,2/23/2021,2021,Feb,2,23
20210224,2/24/2021,2021,Feb,2,24
20210225,2/25/2021,2021,Feb,2,25
20210226,2/26/2021,2021,Feb,2,26
20210227,2/27/2021,2021,Feb,2,27
20210228,2/28/2021,2021,Feb,2,28
20210301,3/1/2021,2021,Mar,3,1
20210302,3/2/2021,2021,Mar,3,2
20210303,3/3/2021,2021,Mar,3,3
20210304,3/4/2021,2021,Mar,3,4
20210305,3/5/2021,2021,Mar,3,5
20210306,3/6/2021,2021,Mar,3,6
20210307,3/7/2021,2021,Mar,3,7
20210308,3/8/2021,2021,Mar,3,8
20210309,3/9/2021,2021,Mar,3,9
20210310,3/10/2021,2021,Mar,3,10
20210311,3/11/2021,2021,Mar,3,11
20210312,3/12/2021,2021,Mar,3,12
20210313,3/13/2021,2021,Mar,3,13
20210314,3/14/2021,2021,Mar,3,14
20210315,3/15/2021,2021,Mar,3,15
20210316,3/16/2021,2021,Mar,3,16
20210317,3/17/2021,2021,Mar,3,17
20210318,3/18/2021,2021,Mar,3,18
20210319,3/19/2021,2021,Mar,3,19
20210320,3/20/2021,2021,Mar,3,20
20210321,3/21/2021,2021,Mar,3,21
20210322,3/22/2021,2021,Mar,3,22
20210323,3/23/2021,2021,Mar,3,23
20210324,3/24/2021,2021,Mar,3,24
20210325,3/25/2021,2021,Mar,3,25
20210326,3/26/2021,2021,Mar,3,26
20210327,3/27/2021,2021,Mar,3,27
20210328,3/28/2021,2021,Mar,3,28
20210329,3/29/2021,2021,Mar,3,29
20210330,3/30/2021,2021,Mar,3,30
20210331,3/31/2021,2021,Mar,3,31
20210401,4/1/2021,2021,Apr,4,1
20210402,4/2/2021,2021,Apr,4,2
20210403,4/3/2021,2021,Apr,4,3
20210404,4/4/2021,2021,Apr,4,4
20210405,4/5/2021,2021,Apr,4,5
20210406,4/6/2021,2021,Apr,4,6
20210407,4/7/2021,2021,Apr,4,7
20210408,4/8/2021,2021,Apr,4,8
20210409,4/9/2021,2021,Apr,4,9
20210410,4/10/2021,2021,Apr,4,10
20210411,4/11/2021,2021,Apr,4,11
20210412,4/12/2021,2021,Apr,4,12
20210413,4/13/2021,2021,Apr,4,13
20210414,4/14/2021,2021,Apr,4,14
20210415,4/15/2021,2021,Apr,4,15
20210416,4/16/2021,2021,Apr,4,16
20210417,4/17/2021,2021,Apr,4,17
20210418,4/18/2021,2021,Apr,4,18
20210419,4/19/2021,2021,Apr,4,19
20210420,4/20/2021,2021,Apr,4,20
20210421,4/21/2021,2021,Apr,4,21
20210422,4/22/2021,2021,Apr,4,22
20210423,4/23/2021,2021,Apr,4,23
20210424,4/24/2021,2021,Apr,4,24
20210425,4/25/2021,2021,Apr,4,25
20210426,4/26/2021,2021,Apr,4,26
20210427,4/27/2021,2021,Apr,4,27
20210428,4/28/2021,2021,Apr,4,28
20210429,4/29/2021,2021,Apr,4,29
20210430,4/30/2021,2021,Apr,4,30
20210501,5/1/2021,2021,May,5,1
20210502,5/2/2021,2021,May,5,2
20210503,5/3/2021,2021,May,5,3
20210504,5/4/2021,2021,May,5,4
20210505,5/5/2021,2021,May,5,5
20210506,5/6/2021,2021,May,5,6
20210507,5/7/2021,2021,May,5,7
20210508,5/8/2021,2021,May,5,8
20210509,5/9/2021,2021,May,5,9
20210510,5/10/2021,2021,May,5,10
20210511,5/11/2021,2021,May,5,11
20210512,5/12/2021,2021,May,5,12
20210513,5/13/2021,2021,May,5,13
20210514,5/14/2021,2021,May,5,14
20210515,5/15/2021,2021,May,5,15
20210516,5/16/2021,2021,May,5,16
20210517,5/17/2021,2021,May,5,17
20210518,5/18/2021,2021,May,5,18
20210519,5/19/2021,2021,May,5,19
20210520,5/20/2021,2021,May,5,20
20210521,5/21/2021,2021,May,5,21
20210522,5/22/2021,2021,May,5,22
20210523,5/23/2021,2021,May,5,23
20210524,5/24/2021,2021,May,5,24
20210525,5/25/2021,2021,May,5,25
20210526,5/26/2021,2021,May,5,26
20210527,5/27/2021,2021,May,5,27
20210528,5/28/2021,2021,May,5,28
20210529,5/29/2021,2021,May,5,29
20210530,5/30/2021,2021,May,5,30
20210531,5/31/2021,2021,May,5,31
20210601,6/1/2021,2021,Jun,6,1
20210602,6/2/2021,2021,Jun,6,2
20210603,6/3/2021,2021,Jun,6,3
20210604,6/4/2021,2021,Jun,6,4
20210605,6/5/2021,2021,Jun,6,5
20210606,6/6/2021,2021,Jun,6,6
20210607,6/7/2021,2021,Jun,6,7
20210608,6/8/2021,2021,Jun,6,8
20210609,6/9/2021,2021,Jun,6,9
20210610,6/10/2021,2021,Jun,6,10
20210611,6/11/2021,2021,Jun,6,11
20210612,6/12/2021,2021,Jun,6,12
20210613,6/13/2021,2021,Jun,6,13
20210614,6/14/2021,2021,Jun,6,14
20210615,6/15/2021,2021,Jun,6,15
20210616,6/16/2021,2021,Jun,6,16
20210617,6/17/2021,2021,Jun,6,17
20210618,6/18/2021,2021,Jun,6,18
20210619,6/19/2021,2021,Jun,6,19
20210620,6/20/2021,2021,Jun,6,20
20210621,6/21/2021,2021,Jun,6,21
20210622,6/22/2021,2021,Jun,6,22
20210623,6/23/2021,2021,Jun,6,23
20210624,6/24/2021,2021,Jun,6,24
20210625,6/25/2021,2021,Jun,6,25
20210626,6/26/2021,2021,Jun,6,26
20210627,6/27/2021,2021,Jun,6,27
20210628,6/28/2021,2021,Jun,6,28
20210629,6/29/2021,2021,Jun,6,29
20210630,6/30/2021,2021,Jun,6,30
20201105,11/5/2020,2020,Nov,11,5
20180108,1/8/2018,2018,Jan,1,8
